Path To,Path From,Factor
"['dot', 'bch']","['bch', 'dot']",1.00001246216
"['dot', 'bch']","['bch', 'ltc', 'dot']",1.00007410249994
"['dot', 'bch']","['bch', 'ltc', 'eth', 'dot']",1.000006693225566
"['dot', 'bch']","['bch', 'ltc', 'eth', 'btc', 'dot']",1.0001074465106803
"['dot', 'bch']","['bch', 'ltc', 'eth', 'btc', 'link', 'dot']",1.0001114177973212
"['dot', 'bch']","['bch', 'ltc', 'eth', 'link', 'dot']",0.9999633988020195
"['dot', 'bch']","['bch', 'ltc', 'eth', 'link', 'btc', 'dot']",1.0000592740520353
"['dot', 'bch']","['bch', 'ltc', 'btc', 'dot']",1.0001726494075467
"['dot', 'bch']","['bch', 'ltc', 'btc', 'eth', 'dot']",1.000084099869353
"['dot', 'bch']","['bch', 'ltc', 'btc', 'eth', 'link', 'dot']",1.000040802094553
"['dot', 'bch']","['bch', 'ltc', 'btc', 'link', 'dot']",1.0001766209530991
"['dot', 'bch']","['bch', 'ltc', 'btc', 'link', 'eth', 'dot']",1.0001093111170336
"['dot', 'bch']","['bch', 'ltc', 'link', 'dot']",1.0000316551971458
"['dot', 'bch']","['bch', 'ltc', 'link', 'eth', 'dot']",0.9999643551169785
"['dot', 'bch']","['bch', 'ltc', 'link', 'eth', 'btc', 'dot']",1.0000651041364177
"['dot', 'bch']","['bch', 'ltc', 'link', 'btc', 'dot']",1.0001275369915001
"['dot', 'bch']","['bch', 'ltc', 'link', 'btc', 'eth', 'dot']",1.0000389914473005
"['dot', 'bch']","['bch', 'eth', 'dot']",0.9999386080790733
"['dot', 'bch']","['bch', 'eth', 'ltc', 'dot']",1.0000064385849683
"['dot', 'bch']","['bch', 'eth', 'ltc', 'btc', 'dot']",1.0001049788249992
"['dot', 'bch']","['bch', 'eth', 'ltc', 'btc', 'link', 'dot']",1.0001089501018412
"['dot', 'bch']","['bch', 'eth', 'ltc', 'link', 'dot']",0.999963994154112
"['dot', 'bch']","['bch', 'eth', 'ltc', 'link', 'btc', 'dot']",1.0000598694612093
"['dot', 'bch']","['bch', 'eth', 'btc', 'dot']",1.0000393545044315
"['dot', 'bch']","['bch', 'eth', 'btc', 'ltc', 'dot']",1.0000859416816978
"['dot', 'bch']","['bch', 'eth', 'btc', 'ltc', 'link', 'dot']",1.0000434938763996
"['dot', 'bch']","['bch', 'eth', 'btc', 'link', 'dot']",1.0000433255206882
"['dot', 'bch']","['bch', 'eth', 'btc', 'link', 'ltc', 'dot']",1.000111225671686
"['dot', 'bch']","['bch', 'eth', 'link', 'dot']",0.9998953166032145
"['dot', 'bch']","['bch', 'eth', 'link', 'ltc', 'dot']",0.9999632067048196
"['dot', 'bch']","['bch', 'eth', 'link', 'ltc', 'btc', 'dot']",1.0000617426847982
"['dot', 'bch']","['bch', 'eth', 'link', 'btc', 'dot']",0.9999911853255934
"['dot', 'bch']","['bch', 'eth', 'link', 'btc', 'ltc', 'dot']",1.000037770258882
"['dot', 'bch']","['bch', 'btc', 'dot']",1.000107944386257
"['dot', 'bch']","['bch', 'btc', 'ltc', 'dot']",1.0001545347588068
"['dot', 'bch']","['bch', 'btc', 'ltc', 'eth', 'dot']",1.000087120062954
"['dot', 'bch']","['bch', 'btc', 'ltc', 'eth', 'link', 'dot']",1.0000438221573973
"['dot', 'bch']","['bch', 'btc', 'ltc', 'link', 'dot']",1.0001120840421331
"['dot', 'bch']","['bch', 'btc', 'ltc', 'link', 'eth', 'dot']",1.0000447785492692
"['dot', 'bch']","['bch', 'btc', 'eth', 'dot']",1.000019400576674
"['dot', 'bch']","['bch', 'btc', 'eth', 'ltc', 'dot']",1.0000872365631015
"['dot', 'bch']","['bch', 'btc', 'eth', 'ltc', 'link', 'dot']",1.000044788702843
"['dot', 'bch']","['bch', 'btc', 'eth', 'link', 'dot']",0.999976105602974
"['dot', 'bch']","['bch', 'btc', 'eth', 'link', 'ltc', 'dot']",1.0000440011899265
"['dot', 'bch']","['bch', 'btc', 'link', 'dot']",1.0001119156748748
"['dot', 'bch']","['bch', 'btc', 'link', 'ltc', 'dot']",1.0001798204829526
"['dot', 'bch']","['bch', 'btc', 'link', 'ltc', 'eth', 'dot']",1.0001124040827338
"['dot', 'bch']","['bch', 'btc', 'link', 'eth', 'dot']",1.0000446101933418
"['dot', 'bch']","['bch', 'btc', 'link', 'eth', 'ltc', 'dot']",1.000112447889855
"['dot', 'bch']","['bch', 'link', 'dot']",0.9999634801406295
"['dot', 'bch']","['bch', 'link', 'ltc', 'dot']",1.0000313748703489
"['dot', 'bch']","['bch', 'link', 'ltc', 'eth', 'dot']",0.9999639684759997
"['dot', 'bch']","['bch', 'link', 'ltc', 'eth', 'btc', 'dot']",1.000064717456484
"['dot', 'bch']","['bch', 'link', 'ltc', 'btc', 'dot']",1.0001299175675915
"['dot', 'bch']","['bch', 'link', 'ltc', 'btc', 'eth', 'dot']",1.0000413718126293
"['dot', 'bch']","['bch', 'link', 'eth', 'dot']",0.9998961846485036
"['dot', 'bch']","['bch', 'link', 'eth', 'ltc', 'dot']",0.9999640122766191
"['dot', 'bch']","['bch', 'link', 'eth', 'ltc', 'btc', 'dot']",1.0000625483359784
"['dot', 'bch']","['bch', 'link', 'eth', 'btc', 'dot']",0.9999969267995902
"['dot', 'bch']","['bch', 'link', 'eth', 'btc', 'ltc', 'dot']",1.0000435120003475
"['dot', 'bch']","['bch', 'link', 'btc', 'dot']",1.000059355398444
"['dot', 'bch']","['bch', 'link', 'btc', 'ltc', 'dot']",1.0001059435074588
"['dot', 'bch']","['bch', 'link', 'btc', 'ltc', 'eth', 'dot']",1.0000385320868646
"['dot', 'bch']","['bch', 'link', 'btc', 'eth', 'dot']",0.9999708158906506
"['dot', 'bch']","['bch', 'link', 'btc', 'eth', 'ltc', 'dot']",1.0000386485813517
"['dot', 'bch', 'ltc']","['ltc', 'dot']",1.0000741024999402
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'dot']",1.000082229107016
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'dot']",1.0000083698735798
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'btc', 'dot']",1.0001091233276207
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'btc', 'link', 'dot']",1.00011309462092
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'link', 'dot']",0.9999650753774444
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'link', 'btc', 'dot']",1.0000609507882081
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'btc', 'dot']",1.0001777179946933
