Path To,Path From,Factor
"['dot', 'bch']","['bch', 'dot']",1.0000255188
"['dot', 'bch']","['bch', 'ltc', 'dot']",1.0000354444035453
"['dot', 'bch']","['bch', 'ltc', 'eth', 'dot']",0.9999944606934277
"['dot', 'bch']","['bch', 'ltc', 'eth', 'btc', 'dot']",1.0005704817482872
"['dot', 'bch']","['bch', 'ltc', 'eth', 'btc', 'link', 'dot']",1.0005282012662822
"['dot', 'bch']","['bch', 'ltc', 'eth', 'link', 'dot']",0.9999835726048837
"['dot', 'bch']","['bch', 'ltc', 'eth', 'link', 'btc', 'dot']",1.0005807644055065
"['dot', 'bch']","['bch', 'ltc', 'btc', 'dot']",1.0006143894742547
"['dot', 'bch']","['bch', 'ltc', 'btc', 'eth', 'dot']",1.0005637936887333
"['dot', 'bch']","['bch', 'ltc', 'btc', 'eth', 'link', 'dot']",1.000552899401207
"['dot', 'bch']","['bch', 'ltc', 'btc', 'link', 'dot']",1.0005721071368685
"['dot', 'bch']","['bch', 'ltc', 'btc', 'link', 'eth', 'dot']",1.0005305206348531
"['dot', 'bch']","['bch', 'ltc', 'link', 'dot']",1.0000242563139432
"['dot', 'bch']","['bch', 'ltc', 'link', 'eth', 'dot']",0.9999826925821006
"['dot', 'bch']","['bch', 'ltc', 'link', 'eth', 'btc', 'dot']",1.0005587068582427
"['dot', 'bch']","['bch', 'ltc', 'link', 'btc', 'dot']",1.0006214724109428
"['dot', 'bch']","['bch', 'ltc', 'link', 'btc', 'eth', 'dot']",1.0005708762672745
"['dot', 'bch']","['bch', 'eth', 'dot']",0.9999889704476512
"['dot', 'bch']","['bch', 'eth', 'ltc', 'dot']",0.9999947565458082
"['dot', 'bch']","['bch', 'eth', 'ltc', 'btc', 'dot']",1.0005736780613177
"['dot', 'bch']","['bch', 'eth', 'ltc', 'btc', 'link', 'dot']",1.000531397444248
"['dot', 'bch']","['bch', 'eth', 'ltc', 'link', 'dot']",0.9999835689114095
"['dot', 'bch']","['bch', 'eth', 'ltc', 'link', 'btc', 'dot']",1.0005807607098267
"['dot', 'bch']","['bch', 'eth', 'btc', 'dot']",1.0005649883399959
"['dot', 'bch']","['bch', 'eth', 'btc', 'ltc', 'dot']",1.0005607792475475
"['dot', 'bch']","['bch', 'eth', 'btc', 'ltc', 'link', 'dot']",1.0005495852806607
"['dot', 'bch']","['bch', 'eth', 'btc', 'link', 'dot']",1.0005227080901224
"['dot', 'bch']","['bch', 'eth', 'btc', 'link', 'ltc', 'dot']",1.0005281681742564
"['dot', 'bch']","['bch', 'eth', 'link', 'dot']",0.9999780824188854
"['dot', 'bch']","['bch', 'eth', 'link', 'ltc', 'dot']",0.9999835395308709
"['dot', 'bch']","['bch', 'eth', 'link', 'ltc', 'btc', 'dot']",1.000562454552575
"['dot', 'bch']","['bch', 'eth', 'link', 'btc', 'dot']",1.0005752709407605
"['dot', 'bch']","['bch', 'eth', 'link', 'btc', 'ltc', 'dot']",1.000571061805056
"['dot', 'bch']","['bch', 'btc', 'dot']",1.000605322343088
"['dot', 'bch']","['bch', 'btc', 'ltc', 'dot']",1.000601113080966
"['dot', 'bch']","['bch', 'btc', 'ltc', 'eth', 'dot']",1.000560106188469
"['dot', 'bch']","['bch', 'btc', 'ltc', 'eth', 'link', 'dot']",1.0005492119410926
"['dot', 'bch']","['bch', 'btc', 'ltc', 'link', 'dot']",1.0005899186628364
"['dot', 'bch']","['bch', 'btc', 'ltc', 'link', 'eth', 'dot']",1.000548331420526
"['dot', 'bch']","['bch', 'btc', 'eth', 'dot']",1.0005547270160435
"['dot', 'bch']","['bch', 'btc', 'eth', 'ltc', 'dot']",1.0005605163877596
"['dot', 'bch']","['bch', 'btc', 'eth', 'ltc', 'link', 'dot']",1.0005493224238133
"['dot', 'bch']","['bch', 'btc', 'eth', 'link', 'dot']",1.0005438328272362
"['dot', 'bch']","['bch', 'btc', 'eth', 'link', 'ltc', 'dot']",1.0005492930266526
"['dot', 'bch']","['bch', 'btc', 'link', 'dot']",1.0005630403888457
"['dot', 'bch']","['bch', 'btc', 'link', 'ltc', 'dot']",1.0005685006930822
"['dot', 'bch']","['bch', 'btc', 'link', 'ltc', 'eth', 'dot']",1.0005274951371146
"['dot', 'bch']","['bch', 'btc', 'link', 'eth', 'dot']",1.0005214542636693
"['dot', 'bch']","['bch', 'btc', 'link', 'eth', 'ltc', 'dot']",1.0005272434428638
"['dot', 'bch']","['bch', 'link', 'dot']",1.0000187394057622
"['dot', 'bch']","['bch', 'link', 'ltc', 'dot']",1.0000241967396224
"['dot', 'bch']","['bch', 'link', 'ltc', 'eth', 'dot']",0.9999832134904596
"['dot', 'bch']","['bch', 'link', 'ltc', 'eth', 'btc', 'dot']",1.0005592280666575
"['dot', 'bch']","['bch', 'link', 'ltc', 'btc', 'dot']",1.000603135298783
"['dot', 'bch']","['bch', 'link', 'ltc', 'btc', 'eth', 'dot']",1.0005525400823259
"['dot', 'bch']","['bch', 'link', 'eth', 'dot']",0.9999771759032172
"['dot', 'bch']","['bch', 'link', 'eth', 'ltc', 'dot']",0.999982961933129
"['dot', 'bch']","['bch', 'link', 'eth', 'ltc', 'btc', 'dot']",1.000561876620448
"['dot', 'bch']","['bch', 'link', 'eth', 'btc', 'dot']",1.0005531870016184
"['dot', 'bch']","['bch', 'link', 'eth', 'btc', 'ltc', 'dot']",1.0005489779588153
"['dot', 'bch']","['bch', 'link', 'btc', 'dot']",1.0006159522080553
"['dot', 'bch']","['bch', 'link', 'btc', 'ltc', 'dot']",1.0006117429012162
