Path To,Path From,Factor
"['dot', 'bch']","['bch', 'dot']",1.0000269053600002
"['dot', 'bch']","['bch', 'ltc', 'dot']",0.9999954048509229
"['dot', 'bch']","['bch', 'ltc', 'eth', 'dot']",0.9998007790741035
"['dot', 'bch']","['bch', 'ltc', 'eth', 'btc', 'dot']",0.9995885807140021
"['dot', 'bch']","['bch', 'ltc', 'eth', 'btc', 'link', 'dot']",0.9995480881936171
"['dot', 'bch']","['bch', 'ltc', 'eth', 'link', 'dot']",0.9997956481227764
"['dot', 'bch']","['bch', 'ltc', 'eth', 'link', 'btc', 'dot']",0.9995691944197898
"['dot', 'bch']","['bch', 'ltc', 'btc', 'dot']",0.9997803355113543
"['dot', 'bch']","['bch', 'ltc', 'btc', 'eth', 'dot']",0.9995918362932695
"['dot', 'bch']","['bch', 'ltc', 'btc', 'eth', 'link', 'dot']",0.9995867064142315
"['dot', 'bch']","['bch', 'ltc', 'btc', 'link', 'dot']",0.9997398352231383
"['dot', 'bch']","['bch', 'ltc', 'btc', 'link', 'eth', 'dot']",0.9995448562958246
"['dot', 'bch']","['bch', 'ltc', 'link', 'dot']",0.9999896576845916
"['dot', 'bch']","['bch', 'ltc', 'link', 'eth', 'dot']",0.9997946300344864
"['dot', 'bch']","['bch', 'ltc', 'link', 'eth', 'btc', 'dot']",0.9995824329794611
"['dot', 'bch']","['bch', 'ltc', 'link', 'btc', 'dot']",0.9997631600384415
"['dot', 'bch']","['bch', 'ltc', 'link', 'btc', 'eth', 'dot']",0.9995746640586314
"['dot', 'bch']","['bch', 'eth', 'dot']",0.9998351039770453
"['dot', 'bch']","['bch', 'eth', 'ltc', 'dot']",0.9998018701020556
"['dot', 'bch']","['bch', 'eth', 'ltc', 'btc', 'dot']",0.9995868423860689
"['dot', 'bch']","['bch', 'eth', 'ltc', 'btc', 'link', 'dot']",0.999546349936102
"['dot', 'bch']","['bch', 'eth', 'ltc', 'link', 'dot']",0.9997961240480061
"['dot', 'bch']","['bch', 'eth', 'ltc', 'link', 'btc', 'dot']",0.9995696702372224
"['dot', 'bch']","['bch', 'eth', 'btc', 'dot']",0.9996228983318046
"['dot', 'bch']","['bch', 'eth', 'btc', 'ltc', 'dot']",0.9995952250152896
"['dot', 'bch']","['bch', 'eth', 'btc', 'ltc', 'link', 'dot']",0.9995894801488691
"['dot', 'bch']","['bch', 'eth', 'btc', 'link', 'dot']",0.9995824044212405
"['dot', 'bch']","['bch', 'eth', 'btc', 'link', 'ltc', 'dot']",0.9995483446235137
"['dot', 'bch']","['bch', 'eth', 'link', 'dot']",0.9998299728495639
"['dot', 'bch']","['bch', 'eth', 'link', 'ltc', 'dot']",0.9997959046161837
"['dot', 'bch']","['bch', 'eth', 'link', 'ltc', 'btc', 'dot']",0.999580878183196
"['dot', 'bch']","['bch', 'eth', 'link', 'btc', 'dot']",0.9996035113720269
"['dot', 'bch']","['bch', 'eth', 'link', 'btc', 'ltc', 'dot']",0.9995758385922157
"['dot', 'bch']","['bch', 'btc', 'dot']",0.9998169260547336
"['dot', 'bch']","['bch', 'btc', 'ltc', 'dot']",0.9997892473668023
"['dot', 'bch']","['bch', 'btc', 'ltc', 'eth', 'dot']",0.9995946617137279
"['dot', 'bch']","['bch', 'btc', 'ltc', 'eth', 'link', 'dot']",0.9995895318201898
"['dot', 'bch']","['bch', 'btc', 'ltc', 'link', 'dot']",0.9997835013852983
"['dot', 'bch']","['bch', 'btc', 'ltc', 'link', 'eth', 'dot']",0.9995885139417874
"['dot', 'bch']","['bch', 'btc', 'eth', 'dot']",0.9996284199378447
"['dot', 'bch']","['bch', 'btc', 'eth', 'ltc', 'dot']",0.9995951929328993
"['dot', 'bch']","['bch', 'btc', 'eth', 'ltc', 'link', 'dot']",0.9995894480666632
"['dot', 'bch']","['bch', 'btc', 'eth', 'link', 'dot']",0.9996232898710601
"['dot', 'bch']","['bch', 'btc', 'eth', 'link', 'ltc', 'dot']",0.9995892286802012
"['dot', 'bch']","['bch', 'btc', 'link', 'dot']",0.9997764242842644
"['dot', 'bch']","['bch', 'btc', 'link', 'ltc', 'dot']",0.9997423578754996
"['dot', 'bch']","['bch', 'btc', 'link', 'ltc', 'eth', 'dot']",0.9995477813483709
"['dot', 'bch']","['bch', 'btc', 'link', 'eth', 'dot']",0.9995814382209982
"['dot', 'bch']","['bch', 'btc', 'link', 'eth', 'ltc', 'dot']",0.9995482127776948
"['dot', 'bch']","['bch', 'link', 'dot']",1.0000239761505176
"['dot', 'bch']","['bch', 'link', 'ltc', 'dot']",0.9999899013066638
"['dot', 'bch']","['bch', 'link', 'ltc', 'eth', 'dot']",0.9997952766009809
"['dot', 'bch']","['bch', 'link', 'ltc', 'eth', 'btc', 'dot']",0.999583079408728
"['dot', 'bch']","['bch', 'link', 'ltc', 'btc', 'dot']",0.9997748331507443
"['dot', 'bch']","['bch', 'link', 'ltc', 'btc', 'eth', 'dot']",0.9995863349700782
"['dot', 'bch']","['bch', 'link', 'eth', 'dot']",0.9998289418072934
"['dot', 'bch']","['bch', 'link', 'eth', 'ltc', 'dot']",0.9997957081371304
"['dot', 'bch']","['bch', 'link', 'eth', 'ltc', 'btc', 'dot']",0.9995806817463994
"['dot', 'bch']","['bch', 'link', 'eth', 'btc', 'dot']",0.9996167374699154
"['dot', 'bch']","['bch', 'link', 'eth', 'btc', 'ltc', 'dot']",0.9995890643239563
"['dot', 'bch']","['bch', 'link', 'btc', 'dot']",0.9997974707312353
"['dot', 'bch']","['bch', 'link', 'btc', 'ltc', 'dot']",0.9997697925819004
"['dot', 'bch']","['bch', 'link', 'btc', 'ltc', 'eth', 'dot']",0.999575210715246
"['dot', 'bch']","['bch', 'link', 'btc', 'eth', 'dot']",0.9996089682824653
"['dot', 'bch']","['bch', 'link', 'btc', 'eth', 'ltc', 'dot']",0.9995757419240804
"['dot', 'bch', 'ltc']","['ltc', 'dot']",0.9999954048509228
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'dot']",1.0000055070464362
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'dot']",0.9998137097675973
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'btc', 'dot']",0.9996015086630772
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'btc', 'link', 'dot']",0.9995610156189915
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'link', 'dot']",0.9998085787499102
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'eth', 'link', 'btc', 'dot']",0.9995821221181367
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'btc', 'dot']",0.9997955322342518
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'btc', 'eth', 'dot']",0.9996070301509675
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'btc', 'eth', 'link', 'dot']",0.9996019001939549
"['dot', 'bch', 'ltc']","['ltc', 'bch', 'btc', 'link', 'dot']",0.9997550313304289
